Experiment Accession,Experiment Title,Organism Name,Instrument,Submitter,Study Accession,Study Title,Sample Accession,Sample Title,"Total Size, Mb",Total RUNs,Total Spots,Total Bases,Library Name,Library Strategy,Library Source,Library Selection
SRX973171,Whole-genome sequencing of Arabidopsis thaliana: Sample 9945,Arabidopsis thaliana,Illumina Genome Analyzer II,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887623,,771.33,1,23676652,894722575,9945,WGS,GENOMIC,RANDOM
SRX973170,Whole-genome sequencing of Arabidopsis thaliana: Sample 9944,Arabidopsis thaliana,Illumina Genome Analyzer II,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887625,,2113.68,1,50714056,3131603502,9944,WGS,GENOMIC,RANDOM
SRX973169,Whole-genome sequencing of Arabidopsis thaliana: Sample 9943,Arabidopsis thaliana,Illumina Genome Analyzer II,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887626,,2843.05,1,66294678,3381073222,9943,WGS,GENOMIC,RANDOM
SRX973168,Whole-genome sequencing of Arabidopsis thaliana: Sample 9942,Arabidopsis thaliana,Illumina Genome Analyzer II,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887627,,1962.47,1,49168946,3039172654,9942,WGS,GENOMIC,RANDOM
SRX973167,Whole-genome sequencing of Arabidopsis thaliana: Sample 9941,Arabidopsis thaliana,Illumina Genome Analyzer II,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887628,,731.2,1,25955116,974909152,9941,WGS,GENOMIC,RANDOM
SRX973166,Whole-genome sequencing of Arabidopsis thaliana: Sample 9939,Arabidopsis thaliana,Illumina Genome Analyzer II,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887630,,2303.36,1,53570538,2757045510,9939,WGS,GENOMIC,RANDOM
SRX973165,Whole-genome sequencing of Arabidopsis thaliana: Sample 9938,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887631,,1920.69,1,15650069,3130013800,9938,WGS,GENOMIC,RANDOM
SRX973164,Whole-genome sequencing of Arabidopsis thaliana: Sample 9937,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887541,,2702.27,1,21885092,4377018400,9937,WGS,GENOMIC,RANDOM
SRX973163,Whole-genome sequencing of Arabidopsis thaliana: Sample 9935,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887629,,1518.44,1,12245102,2449020400,9935,WGS,GENOMIC,RANDOM
SRX973162,Whole-genome sequencing of Arabidopsis thaliana: Sample 9933,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887632,,2331.9,1,18961214,3792242800,9933,WGS,GENOMIC,RANDOM
SRX973161,Whole-genome sequencing of Arabidopsis thaliana: Sample 9932,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887635,,1090.01,1,9212857,1842571400,9932,WGS,GENOMIC,RANDOM
SRX973160,Whole-genome sequencing of Arabidopsis thaliana: Sample 9930,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887634,,1380.36,1,11772000,2354400000,9930,WGS,GENOMIC,RANDOM
SRX973159,Whole-genome sequencing of Arabidopsis thaliana: Sample 9929,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887633,,1661.51,1,14095424,2819084800,9929,WGS,GENOMIC,RANDOM
SRX973158,Whole-genome sequencing of Arabidopsis thaliana: Sample 9928,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887636,,2014.89,1,16465839,3293167800,9928,WGS,GENOMIC,RANDOM
SRX973157,Whole-genome sequencing of Arabidopsis thaliana: Sample 9927,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887637,,1840.79,1,14893935,2978787000,9927,WGS,GENOMIC,RANDOM
SRX973156,Whole-genome sequencing of Arabidopsis thaliana: Sample 9926,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887640,,1847.04,1,14843069,2968613800,9926,WGS,GENOMIC,RANDOM
SRX973155,Whole-genome sequencing of Arabidopsis thaliana: Sample 9925,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887639,,1709.68,1,14029835,2805967000,9925,WGS,GENOMIC,RANDOM
SRX973154,Whole-genome sequencing of Arabidopsis thaliana: Sample 9924,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887638,,1700.19,1,14441200,2888240000,9924,WGS,GENOMIC,RANDOM
SRX973153,Whole-genome sequencing of Arabidopsis thaliana: Sample 9921,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887641,,1600.47,1,13009259,2601851800,9921,WGS,GENOMIC,RANDOM
SRX973152,Whole-genome sequencing of Arabidopsis thaliana: Sample 9920,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887644,,2644.08,1,21325542,4265108400,9920,WGS,GENOMIC,RANDOM
SRX973151,Whole-genome sequencing of Arabidopsis thaliana: Sample 9918,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887643,,1380.94,1,11255147,2251029400,9918,WGS,GENOMIC,RANDOM
SRX973150,Whole-genome sequencing of Arabidopsis thaliana: Sample 9917,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887642,,2218.85,1,18099621,3619924200,9917,WGS,GENOMIC,RANDOM
SRX973149,Whole-genome sequencing of Arabidopsis thaliana: Sample 9915,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887647,,1469.61,1,12487234,2497446800,9915,WGS,GENOMIC,RANDOM
SRX973148,Whole-genome sequencing of Arabidopsis thaliana: Sample 9914,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887645,,2174.01,1,17482513,3496502600,9914,WGS,GENOMIC,RANDOM
SRX973147,Whole-genome sequencing of Arabidopsis thaliana: Sample 9912,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887646,,1705.1,1,13929438,2785887600,9912,WGS,GENOMIC,RANDOM
SRX973146,Whole-genome sequencing of Arabidopsis thaliana: Sample 9911,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887648,,3220.76,1,25951374,5190274800,9911,WGS,GENOMIC,RANDOM
SRX973145,Whole-genome sequencing of Arabidopsis thaliana: Sample 9910,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887649,,1985.01,1,16193822,3238764400,9910,WGS,GENOMIC,RANDOM
SRX973144,Whole-genome sequencing of Arabidopsis thaliana: Sample 9909,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887652,,1162.57,1,9350391,1870078200,9909,WGS,GENOMIC,RANDOM
SRX973143,Whole-genome sequencing of Arabidopsis thaliana: Sample 9908,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887653,,1743.57,1,14178962,2835792400,9908,WGS,GENOMIC,RANDOM
SRX973142,Whole-genome sequencing of Arabidopsis thaliana: Sample 9906,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887651,,1302.93,1,11746503,2349300600,9906,WGS,GENOMIC,RANDOM
SRX973141,Whole-genome sequencing of Arabidopsis thaliana: Sample 9905,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887538,,1280.04,1,9805974,1961194800,9905,WGS,GENOMIC,RANDOM
SRX973140,Whole-genome sequencing of Arabidopsis thaliana: Sample 9904,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887539,,1641.77,1,12333308,2466661600,9904,WGS,GENOMIC,RANDOM
SRX973139,Whole-genome sequencing of Arabidopsis thaliana: Sample 9903,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887537,,1283.8,1,9816324,1963264800,9903,WGS,GENOMIC,RANDOM
SRX973138,Whole-genome sequencing of Arabidopsis thaliana: Sample 9902,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887650,,2851.2,1,21624165,4324833000,9902,WGS,GENOMIC,RANDOM
SRX973137,Whole-genome sequencing of Arabidopsis thaliana: Sample 9901,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887654,,2507.81,1,19142005,3828401000,9901,WGS,GENOMIC,RANDOM
SRX973136,Whole-genome sequencing of Arabidopsis thaliana: Sample 9900,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887540,,2093.14,1,15991625,3198325000,9900,WGS,GENOMIC,RANDOM
SRX973135,Whole-genome sequencing of Arabidopsis thaliana: Sample 9899,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887658,,1846.25,1,14020270,2804054000,9899,WGS,GENOMIC,RANDOM
SRX973134,Whole-genome sequencing of Arabidopsis thaliana: Sample 9898,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887657,,2400.07,1,18276888,3655377600,9898,WGS,GENOMIC,RANDOM
SRX973133,Whole-genome sequencing of Arabidopsis thaliana: Sample 9897,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887655,,1852.02,1,14149030,2829806000,9897,WGS,GENOMIC,RANDOM
SRX973132,Whole-genome sequencing of Arabidopsis thaliana: Sample 9895,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887656,,2677.37,1,20279209,4055841800,9895,WGS,GENOMIC,RANDOM
SRX973131,Whole-genome sequencing of Arabidopsis thaliana: Sample 9894,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887659,,1887.23,1,14466336,2893267200,9894,WGS,GENOMIC,RANDOM
SRX973130,Whole-genome sequencing of Arabidopsis thaliana: Sample 9892,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887662,,1861.47,1,14258417,2851683400,9892,WGS,GENOMIC,RANDOM
SRX973129,Whole-genome sequencing of Arabidopsis thaliana: Sample 9891,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887664,,6844.82,1,52935872,10587174400,9891,WGS,GENOMIC,RANDOM
SRX973128,Whole-genome sequencing of Arabidopsis thaliana: Sample 9890,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887663,,1847.84,1,14147809,2829561800,9890,WGS,GENOMIC,RANDOM
SRX973127,Whole-genome sequencing of Arabidopsis thaliana: Sample 9888,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887660,,1861.38,1,14265479,2853095800,9888,WGS,GENOMIC,RANDOM
SRX973126,Whole-genome sequencing of Arabidopsis thaliana: Sample 9887,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887661,,2251.21,1,17206346,3441269200,9887,WGS,GENOMIC,RANDOM
SRX973125,Whole-genome sequencing of Arabidopsis thaliana: Sample 9886,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887665,,1888.4,1,14485484,2897096800,9886,WGS,GENOMIC,RANDOM
SRX973124,Whole-genome sequencing of Arabidopsis thaliana: Sample 9885,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887666,,1700.28,1,13158129,2631625800,9885,WGS,GENOMIC,RANDOM
SRX973123,Whole-genome sequencing of Arabidopsis thaliana: Sample 9883,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887667,,1227.24,1,9433115,1886623000,9883,WGS,GENOMIC,RANDOM
SRX973122,Whole-genome sequencing of Arabidopsis thaliana: Sample 9882,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887673,,1449.48,1,11188488,2237697600,9882,WGS,GENOMIC,RANDOM
SRX973121,Whole-genome sequencing of Arabidopsis thaliana: Sample 9881,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887669,,1873.93,1,14471000,2894200000,9881,WGS,GENOMIC,RANDOM
SRX973120,Whole-genome sequencing of Arabidopsis thaliana: Sample 9880,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887668,,1815.33,1,13941505,2788301000,9880,WGS,GENOMIC,RANDOM
SRX973119,Whole-genome sequencing of Arabidopsis thaliana: Sample 9879,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887670,,2566.56,1,19556995,3911399000,9879,WGS,GENOMIC,RANDOM
SRX973118,Whole-genome sequencing of Arabidopsis thaliana: Sample 9878,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887671,,2435.43,1,18677375,3735475000,9878,WGS,GENOMIC,RANDOM
SRX973117,Whole-genome sequencing of Arabidopsis thaliana: Sample 9877,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887672,,1647.53,1,12778355,2555671000,9877,WGS,GENOMIC,RANDOM
SRX973116,Whole-genome sequencing of Arabidopsis thaliana: Sample 9876,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887676,,2176.52,1,16798254,3359650800,9876,WGS,GENOMIC,RANDOM
SRX973115,Whole-genome sequencing of Arabidopsis thaliana: Sample 9875,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887675,,1858.95,1,14349512,2869902400,9875,WGS,GENOMIC,RANDOM
SRX973114,Whole-genome sequencing of Arabidopsis thaliana: Sample 9874,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887674,,2010.78,1,15485009,3097001800,9874,WGS,GENOMIC,RANDOM
SRX973113,Whole-genome sequencing of Arabidopsis thaliana: Sample 9873,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887678,,2068.43,1,16068687,3213737400,9873,WGS,GENOMIC,RANDOM
SRX973112,Whole-genome sequencing of Arabidopsis thaliana: Sample 9871,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887677,,2586.88,1,19935645,3987129000,9871,WGS,GENOMIC,RANDOM
SRX973111,Whole-genome sequencing of Arabidopsis thaliana: Sample 9870,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887681,,2311.29,1,17843396,3568679200,9870,WGS,GENOMIC,RANDOM
